article,pageviews
Poisson_bracket,4164
Polar_orbit,370
Polar_vortex,30954
Polar_wind,620
Polarimeter,93
Polariton,503
Polarizability,792
Polarization_(waves),80117
Polarization_density,279
Polarizer,1431
Poly(methyl_methacrylate),150603
Polyphase_system,197
Polytropic_process,1129
Polywater,994
Population_inversion,110
Pororoca,4202
Position_of_the_Sun,999
Positive_pressure,107
Positron,98145
Positron_emission,5181
Positron_emission_tomography,150032
Positronium,8209
Positronium_hydride,275
Potential_applications_of_graphene,668
Potential_energy,81134
Potential_flow,180
Potential_flow_around_a_circular_cylinder,173
Potential_well,505
Pound-foot_(torque),1391
Powder_diffraction,991
Power-to-weight_ratio,9639
Power_(physics),141331
Powered_hang_glider,427
Poynting's_theorem,94
Poynting_vector,30087
Pp-wave_spacetime,171
Prandtl_number,21259
Precession,48809
Preferred_frame,131
Preon,1489
Present,95
Pressure,156290
Pressure_coefficient,704
Pressure_drop,98
Pressure_measurement,46559
Pressurized_heavy-water_reactor,180
Primordial_black_hole,76716
Primordial_nuclide,51148
Primum_Mobile,97
Prince_Rupert's_drop,244847
Princeton_Large_Torus,193
Princeton_Plasma_Physics_Laboratory,439
Principal_quantum_number,1657
Principle_of_locality,2818
Principle_of_maximum_entropy,1874
Principle_of_minimum_energy,383
Principle_of_relativity,441
Prism_(optics),11582
Probability,101434
Probability_amplitude,2001
Problem_of_time,1928
Progressing_cavity_pump,344
Project_Daedalus,319
Project_PACER,103
Project_Plowshare,34044
Project_SUNSHINE,2829
Projectile,850
Projectile_motion,30955
Projector,658
Propagation_constant,286
Propagation_delay,169
Propagator,1138
Proper_time,2908
Properties_of_water,96591
Propulsion,722
Proton,292596
Proton_decay,30158
Proton_spin_crisis,103
Proton_therapy,28396
Przybylski's_Star,7396
Pseudo-Riemannian_manifold,2993
Pseudovector,1811
Psychoacoustics,1369
Psychrometrics,1602
Pulley,28502
Pulsar,187816
Pulse-forming_network,117
Pump,29399
Pyranometer,318
Pyrex,85127
Pyroelectric_fusion,96
Pyrometer,196
Pythagoras,510668
Q-ball,998
Q-switching,779
Q_factor,57338
Q_star,2755
Qi_(standard),36636
Quadrupole,1602
Quadrupole_mass_analyzer,225
Quantization_(signal_processing),16620
Quantum,135742
Quantum-cascade_laser,119
Quantum_Bayesianism,744
Quantum_Computation_and_Quantum_Information,93
Quantum_Energy_Teleportation,135
Quantum_Hall_effect,9074
Quantum_Mechanics,4535
Quantum_Zeno_effect,1177
Quantum_algorithm,13165
Quantum_annealing,3133
Quantum_anomalous_Hall_effect,94
Quantum_biology,3148
Quantum_chaos,241
Quantum_chemistry,15367
Quantum_chromodynamics,61061
Quantum_circuit,617
Quantum_complexity_theory,95
Quantum_computing,340613
Quantum_cryptography,4237
Quantum_decoherence,58987
Quantum_dot,108306
Quantum_efficiency,112
Quantum_electrodynamics,57800
Quantum_engineering,91
Quantum_entanglement,582772
Quantum_eraser_experiment,994
Quantum_error_correction,6591
Quantum_field_theory,210850
Quantum_finance,516
Quantum_fluctuation,19115
Quantum_foam,19343
Quantum_gravity,138247
Quantum_harmonic_oscillator,80056
Quantum_illumination,274
Quantum_imaging,170
Quantum_information,7019
Quantum_information_science,101
Quantum_key_distribution,4496
Quantum_logic_gate,103223
Quantum_machine_learning,2197
Quantum_mechanics,897405
Quantum_mechanics_of_time_travel,106
Quantum_mind,51183
Quantum_nonlocality,9177
Quantum_number,25483
Quantum_optics,91
Quantum_phase_estimation_algorithm,97
Quantum_pseudo-telepathy,128
Quantum_random_circuits,4257
Quantum_simulator,94
Quantum_spin_Hall_effect,222
Quantum_state,68059
Quantum_suicide_and_immortality,154553
Quantum_superposition,192745
Quantum_technology,708
Quantum_teleportation,59026
Quantum_tunnelling,94390
Quantum_vacuum_state,1742
Quantum_vortex,1044
Quantum_well,2856
Quark,494013
Quark-nova,298
Quark_model,193
Quark_star,8984
Quartz_crystal_microbalance,459
Quasar,409901
Quasi-satellite,5684
Quasi-star,45420
Quasicrystal,9748
Quasiparticle,14442
Quasiprobability_distribution,129
Qubit,159601
Quintessence_(physics),689
R-process,2984
R._W._Wood_Prize,92
RC_time_constant,35308
RESOLFT,177
Rabi_cycle,457
Rachel_Zimmerman,117
Rad_(radiation_unit),28242
Radar_cross_section,28346
Radha_Balakrishnan,204
Radial_distribution_function,307
Radian_per_second,417
Radiance,1110
Radiant_energy,20213
Radiant_flux,1300
Radiation,178005
Radiation_hormesis,1199
Radiation_pressure,8759
Radiation_protection,1284
Radiative_cooling,232
Radio_astronomy,713
Radio_frequency,109895
Radio_spectrum,131233
Radio_wave,166886
Radioactive_decay,310557
Radioactive_waste,49399
Radiobiology,131
Radiocarbon_dating,197971
Radiochemistry,3506
Radiodensity,231
Radiography,12042
Radioisotope_thermoelectric_generator,155101
Radioluminescence,896
Radiometer,494
Radiometric_dating,40741
Radium_Girls,643857
Radium_dial,27512
Radius_of_gyration,16189
Rainbow,621340
Raja_Ramanna,156
Ram_pressure,146
Raman_scattering,6667
Rana_X._Adhikari,119
Randall_Munroe,64317
Random_close_pack,310
Random_dynamical_system,338
Random_matrix,2069
Rangefinder,11039
Rankine_cycle,14399
Rankine_scale,53453
Raoult's_law,6604
Rapid_single_flux_quantum,108
Rapidity,621
Rare-earth_barium_copper_oxide,462
Rare-earth_magnet,7142
Rare_Earth_hypothesis,49053
Rarefaction,206
Rattleback,1453
Ray_transfer_matrix_analysis,91
Raygun,17915
Rayleigh_flow,120
Rayleigh_number,627
Rayleigh_quotient,3652
Rayleigh_scattering,108940
Raymond_Gosling,140
Reactionless_drive,3121
Reactor_pressure_vessel,464
Rear_flank_downdraft,5084
Reciprocal_lattice,6372
Recombination_(cosmology),1056
Reconstruction_of_attosecond_beating_by_interference_of_two-photon_transitions,608
Recurrence_plot,115
Redshift,143243
Redshift_survey,280
Reduced_mass,280
Reflectance,664
Reflection_(physics),16580
Reflection_coefficient,5164
Refraction,48542
Refractive_index,171927
Refractive_index_and_extinction_coefficient_of_thin_film_materials,14206
Refrigeration,14288
Regnier_de_Graaf,1214
Rehbinder_effect,18168
Reionization,634
Relative_density,63296
Relative_humidity,1437
Relative_permittivity,69776
Relative_velocity,122
Relativistic_Doppler_effect,6667
Relativistic_Heavy_Ion_Collider,263
Relativistic_aberration,236
Relativistic_beaming,470
Relativistic_quantum_chemistry,1108
Relativistic_speed,4543
Relativity_of_simultaneity,19388
Relaxation_(NMR),91
Relaxed_stability,1655
Religious_and_philosophical_views_of_Albert_Einstein,166115
Religious_views_of_Isaac_Newton,20964
Remanence,103
Remote_sensing,15187
Renewable_energy,161668
Renormalization,17890
Renormalization_group,1968
Res_Jost,536
Residual_stress,1078
Resilience_(materials_science),128
Resolved_sideband_cooling,197
Resonance,117948
Resonance_(particle_physics),737
Resonance_chamber,129
Resonant_inelastic_X-ray_scattering,141
Resonator,979
Resultant_force,148
Retarded_time,173
Retreating_blade_stall,121
Retrocausality,18841
Reverberation,2721
Reversible_process_(thermodynamics),288
Revolutions_per_minute,8141
Reynolds_number,227109
Reynolds_transport_theorem,490
Rheology,10512
Rheoscopic_fluid,112
Rhombic_drive,279
Ricci_calculus,5137
Ricci_curvature,7363
Richard_C._Tolman,65958
Richard_Christopher_Carrington,269
Richard_D._Field,20910
Richard_D._Gill,873
Richard_Duffin,258
Richard_F._Post,9014
Richard_Feynman,1223040
Richard_Friend,133
Richard_Garwin,1320
Richard_Handl,740
Richard_Lindzen,1171
Richard_von_Mises,243
Riemann_curvature_tensor,5707
Right-hand_rule,78925
Ring_current,114
Ring_laser_gyroscope,3246
Ring_singularity,295
Rip_current,228459
Rip_tide,38104
Ripple_(electrical),196
Ripple_effect,109
Robert_B._Leighton,418
Robert_Bacher,1736
Robert_Boyle,44892
Robert_Brout,373
Robert_Hooke,93166
Robert_J._Van_de_Graaff,280
Robert_Noyce,53982
Robert_R._Wilson,8417
Robert_Schlapp,113
Robert_Thomas_Jones_(engineer),116
Robert_W._Wood,300
Robert_Woodrow_Wilson,2334
Robert_von_Lieben,164
Roche_limit,64925
Rocket_engine_nozzle,221
Rodney_Marks,10789
Roentgen_(unit),70490
Roentgen_equivalent_man,19710
Roger_Malina,359
Roger_Penrose,191605
Rogowski_coil,451
Rogue_black_hole,216
Rogue_wave,260055
Rolf-Dieter_Heuer,98
Rollin_film,179
Rolling,907
Rolling_resistance,2499
Roman_Jackiw,567
Ronald_Fedkiw,378
Ronald_Mallett,2508
Ronald_McNair,205357
Room-temperature_superconductor,124879
Room_temperature,88652
Root_mean_square,160333
Rope_trick_effect,15721
Rosalind_Franklin,354990
Rosalyn_Sussman_Yalow,257
Rosatom,1553
Rosemary_Coogan,114
Rosemary_Fowler,512
Rossby_wave,305
Rotating_black_hole,3064
Rotating_reference_frame,1512546
Rotation,12708
Rotation_around_a_fixed_axis,292
Rotational_diffusion,144
Rotational_energy,190
Rotational_spectroscopy,202
Roy_Kerr,3867
Rubens_tube,7203
Ruby_Payne-Scott,2086
Ruby_laser,796
Rudolf_Clausius,7423
Rudolph_Koenig,1247
Rumford_Medal,629
Runaway_electrons,143
Rush_Holt_Jr.,229
Russell_Targ,3411
Rutherford_model,15665
Rutherford_scattering,7375
Rutherford_scattering_experiments,2190
Rydberg_atom,690
Rydberg_constant,24208
Rydberg_formula,14329
Rydberg_polaron,646
S-1_Executive_Committee,1600
S-matrix,645
S-process,117
SI_base_unit,46807
SLAC_National_Accelerator_Laboratory,12374
SNOLAB,801
SN_1006,24550
SN_1987A,31635
SOFAR_channel,164
SPARC_(tokamak),846
SPIE,101
SQUID,6642
STEVE,55897
S_band,17386
S_wave,2921
Sabine_Hossenfelder,136369
Safety_of_high-energy_particle_collision_experiments,1795
Sagnac_effect,3692
Sally_Ride,1008463
Salvatore_Pais,11875
Sameera_Moussa,2064
Samuel_Goudsmit,2403
Samuel_T._Durrance,5931
Sand_battery,105
Sanford_Underground_Research_Facility,3283
Satellite_flare,1772
Satish_Dhawan,4846
Saturation_(magnetic),92
Satyendra_Nath_Bose,31165
Sau_Lan_Wu,144
Saul_Perlmutter,257
Scalar_(physics),954
Scalar_boson,1437
Scalar_field,9252
Scalar_field_theory,4520
Scale_factor_(cosmology),921
Scale_of_temperature,5526
Scallop_theorem,173
ScanPyramids,1925
Scanning_electron_microscope,83803
Scanning_transmission_electron_microscopy,256
Scanning_tunneling_microscope,10248
Scattering,5390
Scattering_parameters,18766
Schiehallion_experiment,734
Schlieren,550
Schlieren_photography,5903
Schmidt_number,96
Schottky_diode,30432
Schumann_resonances,376866
Schuyler_Wheeler,157
Schwarzschild_geodesics,95
Schwarzschild_metric,54603
Schwarzschild_radius,64826
Schwinger_effect,133
Schwinger_limit,1270
Schwinger_parametrization,211
Science_and_Hypothesis,90
Scientific_instrument,228
Scientific_law,89403
Scintillator,1309
Scopus,278
Scram,70652
Sea_breeze,1736
Sea_state,12966
Sean_M._Carroll,71024
Search_for_the_Higgs_boson,110
Seashell_resonance,666
Sebastian_Seung,171
Second-harmonic_generation,3121
Second-harmonic_imaging_microscopy,236
Second_Industrial_Revolution,168283
Second_law_of_thermodynamics,369797
Second_moment_of_area,25930
Second_quantization,185
Second_sound,1948
Sedan_(nuclear_test),24018
Sediment_transport,162
Sedimentation,106
Seebeck_coefficient,602
Seed_crystal,1081
Seiche,90299
Seismic_tomography,1072
Seismic_wave,26342
Selection_rule,757
Sellafield,6836
Semi-Dirac_fermion,710
Semi-empirical_mass_formula,679
Semi-major_and_semi-minor_axes,36579
Semi-rigid_airship,211
Semiconductor,354669
Semiconductor_detector,387
Semiconductor_industry,51459
Semipermeable_membrane,2011
Separation_of_isotopes_by_laser_excitation,7731
Sergei_Godunov,550
Sergey_Macheret,214
Sergio_Boixo,396
Series_and_parallel_springs,30923
Seth_Neddermeyer,81372
Shadow,23807
Shadow_blister_effect,2118
Shadowgraph,116
Shahram_Amiri,171
Shake_(unit),447
Shallow_water_equations,1615
Shannon_Walker,175
Shape_of_the_universe,79343
Shapiro_time_delay,153
Shapley_Attractor,2956
Shear_force,518
Shear_modulus,26847
Shear_stress,44732
Shear_thinning,184
Sheet_resistance,5624
Sheldon_Glashow,104
Shell_theorem,2432
Shielding_effect,90
Shikma_Bressler,1990
Shing-Tung_Yau,23011
Shini_Somara,2064
Ship_stability,250
Shirley_Ann_Jackson,42366
Shock_diamond,22374
Shock_metamorphism,108
Shock_wave,60899
Shoe-fitting_fluoroscope,25195
Shor's_algorithm,114410
Shot_glass,85050
Shot_noise,16115
Shower-curtain_effect,360
Shuji_Nakamura,78809
Side-scan_sonar,683
Sidereus_Nuncius,783
Sidney_Coleman,155
Sidney_Dancoff,9962
Siegfried_S._Hecker,102
Siemens_(unit),38343
Siemens_star,112
Sievert,108817
Sign_convention,105
Signal,9469
Signal-to-interference-plus-noise_ratio,98
Signal-to-noise_ratio,107841
Silence,419
Silicon_on_sapphire,147
Silicon_photonics,643
Silly_Putty,62614
Similitude,195
Simon_problems,94
Simple_harmonic_motion,22541
Simple_machine,87440
Simplex_noise,714
Simulation_hypothesis,217179
Singing_sand,2059
Single-electron_transistor,93
Single-photon_emission_computed_tomography,1156
Single_crystal,149
Sinistral_and_dextral,425
Sinkhole,118797
Siphon,61508
"Sir_George_Stokes,_1st_Baronet",881
Site_A,433
Skin_effect,40077
Skip_reentry,100
Skull_crucible,145
Skyrmion,1017
Slack_tide,1489
Slater_determinant,99
Slipstream,510
Sloan_Great_Wall,2641
Slow_light,944
Small-angle_X-ray_scattering,92
Small-angle_approximation,14364
Smart_glass,2035
Smoke,7359
Smoothed-particle_hydrodynamics,97
Snell's_law,73992
Snell's_window,98
Soap_bubble,114
Sodium_Reactor_Experiment,363
Sodium_hexametaphosphate,9687
Sodium_silicate,28942
Solar-cell_efficiency,35717
Solar-pumped_laser,221
Solar_System_model,1183
Solar_electric_propulsion,197
Solar_energetic_particles,141
Solar_energy,71533
Solar_flare,194707
Solar_irradiance,81164
Solar_magnetogram,98
Solar_mass,87448
Solar_phenomena,1114
Solar_radio_emission,283
Solar_thermal_energy,1736
Solar_wind,127406
Solenoid,125204
Solenoidal_vector_field,112
Solid,33145
Solid-state_chemistry,112
Solid-state_laser,100
Solid-state_physics,276
Solid_angle,36144
Solid_hydrogen,112
Solid_light,990
Solid_solution,195
Soliton,16926
Solstice,171633
Solubility,56164
Solutions_of_the_Einstein_field_equations,389
Solvated_electron,92
Solvay_Conference,28416
Sonar,151239
Sonic_black_hole,1285
Sonic_boom,228593
Sonic_weapon,53512
Sonication,137
Sonobuoy,4624
Sonochemistry,370
Sonoluminescence,65331
Sound,199480
Sound_baffle,392
Sound_barrier,70130
Sound_pressure,22266
Sound_transmission_class,594
South_Atlantic_Anomaly,46514
South_Pole_Wall,704
Space,426495
Space_Variable_Objects_Monitor,404
Space_Weather_Prediction_Center,1284
Space_charge,123
Space_group,10684
Space_travel_under_constant_acceleration,41118
Spacecraft_propulsion,13293
Spaceflight,17971
Spacetime,441171
Spacetime_diagram,9176
Spaghettification,130977
Spallation,773
Spark_gap,359
Special_relativity,298003
Specific_absorption_rate,608
Specific_heat_capacity,176044
Specific_impulse,81510
Specific_orbital_energy,217
Specific_strength,191
Specific_volume,201
Specific_weight,4677
Speckle_(interference),284
Spectral_density,82113
Spectral_line,44413
Spectrogram,48454
Spectrometer,8816
Spectroscopic_notation,217
Spectroscopy,71699
Spectrum,33625
Specular_reflection,2821
Speed,31847
Speed_of_electricity,5064
Speed_of_gravity,13281
Speed_of_light,390678
Speed_of_sound,591136
Spent_nuclear_fuel,250
Sphere_of_influence_(astrodynamics),110
Sphere_packing,8670
Spherical_aberration,525
Spherical_cow,59375
Spherical_harmonics,100176
Spheromak,139
Spin-1/2,4688
Spin_(physics),112771
Spin_chemistry,94
Spin_glass,5455
Spin_isomers_of_hydrogen,1415
Spin_quantum_number,3599
Spin_wave,5558
Spinor,37139
Spinthariscope,166
Spintronics,7558
Spoiler_(aeronautics),123
Spontaneous_fission,201
Spontaneous_parametric_down-conversion,451
Spontaneous_process,558
Spontaneous_symmetry_breaking,5730
Springboard,206
Sputter_deposition,1216
Sputtering,183
Squall,32712
Square_metre,4819
Squeezed_states_of_light,98
St._Elmo's_fire,713123
Stack_effect,3317
Stagnation_pressure,103
Stall_(fluid_dynamics),74632
Stan_Frankel,4423
Standard_Gibbs_free_energy_of_formation,1298
Standard_Model,263039
Standard_cubic_feet_per_minute,199
Standard_enthalpy_of_formation,31318
Standard_enthalpy_of_reaction,184
Standard_gravitational_parameter,21086
Standard_gravity,22212
Standard_temperature_and_pressure,141193
Standing_wave,49375
Stanhope_lens,133
Star,570460
Stark_effect,1239
Starobinsky_inflation,2295
State_function,1179
State_of_matter,246645
Static_cling,1290
Static_electricity,63872
Static_pressure,327
Statics,546
Stationary-action_principle,9490
Stationary_state,90
Statistical_mechanics,70138
Steady-state_model,1564
Steady_state,920
Steam,15124
Steam_devil,665
Steel_grades,1875
Stefan_Marinov,104
Stellar_black_hole,10663
Stellar_corona,25957
Stellar_engine,5219
Stellar_evolution,85894
Stellar_kinematics,363
Stellar_nucleosynthesis,37944
Stellar_wind,358
Stellarator,7948
Step_response,91
Stephen_Barr,1814
Stephen_Hawking,2895651
Stephen_Hsu,825
Stephen_Wolfram,102519
Stephon_Alexander,96
Steradian,21083
Stereopsis,2092
Stereoscopy,56156
Sterile_neutrino,531
Steven_Chu,36687
Steven_Cowley,218
Steven_E._Jones,2682
Steven_Girvin,1014
Steven_Weinberg,18167
Stiffness,7770
Stigmatism,2808
Stimulated_emission,1081
Sting_jet,4602
Stirling_engine,145871
Stochastic_thermodynamics,6211
Stockbridge_damper,3571
Stokes'_law,19074
Stokes_flow,2130
Stokes_parameters,1628
Storm_surge,134728
Strain_(mechanics),18474
Strange_matter,43175
Strange_quark,17921
Strange_star,273
Strangelet,21297
Stream_function,91
"Streamlines,_streaklines,_and_pathlines",1458
Strength_of_materials,1612
Stress_(mechanics),38001
Stress_concentration,7849
Stress_intensity_factor,401
String_(physics),102
String_theory,696084
Stroboscopic_effect,995
Strong_CP_problem,766
Strong_interaction,164300
Strontium_unit,294
Strouhal_number,222
Structure_factor,506
Stuart_J._Russell,1903
Stupendously_large_black_hole,14311
Subatomic_particle,192048
Subir_Sachdev,631
Sublimation_(phase_transition),107040
Subrahmanyan_Chandrasekhar,51407
Subsun,1166
Sudbury_Neutrino_Observatory,1066
Sun,1027483
Sun_dog,379791
Sun_glitter,122
Sun_protective_clothing,192
Sunlight,61241
Sunspot,73755
Sunstone_(medieval),20420
Super-Kamiokande,8358
Super-resolution_microscopy,210
SuperNova_Early_Warning_System,354
Super_black,132
Super_high_frequency,194
Supercavitation,2210
Supercluster,22920
Superconducting_Super_Collider,96263
Superconducting_magnet,1524
Superconducting_magnetic_energy_storage,8299
Superconducting_quantum_computing,4484
Superconducting_wire,461
Superconductivity,220978
Supercooling,20780
Supercritical_airfoil,3697
Supercritical_fluid,74652
Superdeterminism,4656
Superdiamagnetism,944
Superexchange,490
Superfluid_helium-4,104
Superfluidity,36000
Superglass,137
Superheated_steam,215
Superheating,2889
Superionic_water,9425
Superluminal_motion,4653
Superluminous_supernova,97
Supermassive_black_hole,337971
Supernova,481987
Supernova_neutrinos,4719
Supernova_nucleosynthesis,289
Superposition_principle,57159
Superradiance,1128
Supersaturation,509
Supersolid,988
Supersonic_speed,45905
Superstring_theory,11664
Supersymmetry,69604
"Surely_You're_Joking,_Mr._Feynman!",18867
Surf_break,811
Surface_energy,865
Surface_gravity,947
Surface_plasmon_resonance,6944
Surface_tension,95356
Surface_wave,1496
Susan_Catherine_Koerner_Wright,206
Susceptor,370
Svante_Arrhenius,11267
Swampland_(physics),116
Swept_wing,14376
Sylvester_James_Gates,2912
Symbol_rate,476
Symmetry,23129
Symmetry_breaking,1472
Sympathetic_resonance,111
Symplectic_integrator,238
Synchrocyclotron,156
Synchrotron,6591
Synchrotron_light_source,607
Synchrotron_radiation,2444
Synestia,200
Synroc,232
Synthesis_of_precious_metals,91
Synthetic_element,48140
T-symmetry,5986
TEA_laser,94
TORRO_scale,3958
TRIGA,152
Table_of_nuclides,4150
Table_of_specific_heat_capacities,69923
Table_of_spherical_harmonics,9420
Table_of_thermodynamic_equations,5336
Tachyon,194134
Tachyonic_antitelephone,3822
Tacoma_Narrows_Bridge_(1940),176432
Tailless_aircraft,2355
Talbot_effect,176
Tamper_(nuclear_weapon),2482
Tangent_arc,93
Tatiana_Erukhimova,6102
Tau_(particle),13674
Tau_neutrino,95
Taylor_column,1921
Tea_leaf_paradox,368
Technetium-99m,13709
Technological_applications_of_superconductivity,14115
Tektite,46553
Teleforce,1178
Teleparallelism,464
Telescope,42814
Telescope_Array_Project,943
Telluric_current,1099
Temperature,960631
Temperature_coefficient,197
Temperature_dependence_of_viscosity,498
Temperature_measurement,108
Temporal_paradox,2569
Tendril_perversion,637
Tennis_racket_theorem,34934
Tension_(physics),7013
Tensor,237333
Tensor_calculus,2339
Tensor_field,302
Terahertz_radiation,36556
Term_symbol,883
Terminal_velocity,147271
Terminator_(solar),5204
Terrell_rotation,2563
Terrestrial_gamma-ray_flash,236
Tesla's_oscillator,5583
Tesla_(unit),93988
Tesla_Experimental_Station,1475
Tesla_coil,162623
Tesla_turbine,13305
Test_tube,1005
Tests_of_general_relativity,8183
Tests_of_special_relativity,128
Tetragonal_crystal_system,205
Tetraquark,140
Tevatron,1520
Thales_of_Miletus,47331
The_Beginning_of_Infinity,5452
The_Elegant_Universe,304
The_Fabric_of_Reality,11470
The_Fabric_of_the_Cosmos,374
The_Feynman_Lectures_on_Physics,1888
The_Galileo_Project,4583
The_God_Particle_(book),5643
The_Hum,181157
The_Left_Hand_of_the_Electron,209
The_Mosquito,70785
The_Physics_of_Star_Trek,147
The_Road_to_Reality,274
The_Tao_of_Physics,856
The_Theory_of_Everything_(2014_film),175855
The_Unreasonable_Effectiveness_of_Mathematics_in_the_Natural_Sciences,4162
The_Void_(philosophy),3987
Theodore_Hall,78801
Theodore_Maiman,3407
Theodore_Postol,3963
Theophrastus,10134
Theoretical_physics,187943
Theory_of_Colours,1045
Theory_of_everything,129159
Theory_of_relativity,626190
Theory_of_tides,167
There's_Plenty_of_Room_at_the_Bottom,5827
Thermal_blooming,103
Thermal_conductance_and_resistance,7467
Thermal_conduction,68646
Thermal_conductivity_and_resistivity,7578
Thermal_diffusivity,9507
Thermal_efficiency,894
Thermal_energy,35266
Thermal_energy_storage,9549
Thermal_equilibrium,1425
Thermal_expansion,74545
Thermal_insulation,1166
Thermal_radiation,62254
Thermionic_emission,5430
Thermistor,38974
Thermoacoustic_heat_engine,1979
Thermochromism,197
Thermocouple,76100
Thermodynamic_beta,99
Thermodynamic_equilibrium,11408
Thermodynamic_free_energy,9045
Thermodynamic_potential,103
Thermodynamic_system,573
Thermodynamic_temperature,5806
Thermodynamics,166410
Thermoelectric_cooling,97271
Thermoelectric_effect,69091
Thermoelectric_materials,213
Thermography,39898
Thermogravimetric_analysis,1521
Thermometer,23176
Thermopile,1044
Thermosiphon,1809
Thin-film_bulk_acoustic_resonator,787
Thin-film_interference,2321
Thin_Man_(nuclear_bomb),52376
Third_law_of_thermodynamics,29762
Thixotropy,3744
Thomas_Gold,107
Thomas_Johann_Seebeck,289
Thomas_Mason_(physicist),2104
Thomas_Parnell_(scientist),407
Thomas_Townsend_Brown,6456
Thomas_Young_(scientist),6807
Thomson_problem,116
Thomson_scattering,1979
Thorium-based_nuclear_power,65117
Three-body_problem,853405
Three-dimensional_space,137015
Thrust,4386
Thrust_reversal,16551
Thunder,119995
Tidal_acceleration,660
Tidal_bore,32681
Tidal_disruption_event,357
Tidal_force,10510
Tidal_heating,1002
Tidal_power,4725
Tidal_range,1912
Tidal_triggering_of_earthquakes,248
Tide,156788
Tideline,714
Tight_binding,187
Timaeus_(dialogue),38302
Time,443597
Time-of-flight_camera,435
Time-translation_symmetry,93
Time-variation_of_fundamental_constants,540
Time_constant,24702
Time_crystal,84174
Time_dilation,411942
Time_in_physics,2751
Time_loop,17042
Time_machine,5486
Time_slip,482
Time_travel,394741
Timeline_of_chemical_element_discoveries,20877
Timeline_of_classical_mechanics,337
Timeline_of_cosmological_theories,251
Timeline_of_discovery_of_Solar_System_planets_and_their_moons,29933
Timeline_of_electromagnetism_and_classical_optics,92
Timeline_of_fundamental_physics_discoveries,109
"Timeline_of_knowledge_about_galaxies,_clusters_of_galaxies,_and_large-scale_structure",149
Timeline_of_nuclear_fusion,403
Timeline_of_quantum_computing_and_communication,4019
Timeline_of_the_Manhattan_Project,3467
Timeline_of_the_far_future,355984
Tinder,1496
Tipler_cylinder,5912
Tired_light,6709
Titanium-sapphire_laser,90
Tokamak,106360
Tokamak_Fusion_Test_Reactor,117
Tokamak_de_Fontenay-aux-Roses,9207
Tom_Faber,108
Tomographic_reconstruction,127
Tomography,14992
Tool_steel,2087
Top_quark,3050
Topological_defect,125
Topological_insulator,366
Topological_order,379
Topological_quantum_field_theory,298
Toric_code,198
Toric_lens,256
Tornado,861317
Toroidal_solenoid,4954
Torque,290133
Torricelli's_law,90
Torsion_(mechanics),675
Torsion_constant,625
Torsion_spring,1972
Toshiko_Yuasa,122
Total_derivative,13991
Total_internal_reflection,18151
Toughness,2257
Tracy_Hall,93
Trajectory,5689
Trans-Planckian_problem,499
Transducer,42224
Transfer-matrix_method_(optics),587
Transfer_function,37869
Transfermium_Wars,606
Transistor,433398
Transmission_(mechanical_device),105725
Transmission_electron_microscopy,29744
Transmission_medium,772
Transmon,670
Transonic,18803
Transparency_and_translucency,26349
Transport_phenomena,121
Transrapid,227
Transverse_mode,885
Transverse_wave,26702
Trapped-ion_quantum_computer,340
Traveling_wave_reactor,603
Trench_effect,718
Triboelectric_effect,80986
Tribology,2299
Triboluminescence,21863
Trim_tab,538
Trinitite,202823
Trinity_(nuclear_test),1049130
Triple-alpha_process,3184
Triple_point,46662
Triple_product_rule,1244
Triplet_state,794
Tritiated_water,1382
Tritium,364971
Tritium_radioluminescence,1639
Tropical_cyclone,182107
Troy_weight,67278
True_anomaly,1342
Truss,51848
Tsiolkovsky_rocket_equation,88066
Tsunami,458497
Tsunami_warning_system,1262
Tsung-Dao_Lee,23392
Turbidity,31274
Turbulence,54597
Tutankhamun's_meteoric_iron_dagger,9644
Tuva_or_Bust!,124
Twin_paradox,64423
Twistor_theory,1576
Twistronics,510
Two-balloon_experiment,4502
Two-body_problem,49723
Two-dimensional_nuclear_magnetic_resonance_spectroscopy,99
Two-photon_excitation_microscopy,570
Two-photon_physics,361
Two-state_quantum_system,334
Tyndall_effect,17184
Type-II_superconductor,1796
Type_II_supernova,11491
Type_Ia_supernova,41916
U-70_(synchrotron),94
Udupi_Ramachandra_Rao,1451
Ultimate_fate_of_the_universe,182796
Ultra-high-energy_cosmic_ray,2742
Ultra_high_frequency,99989
Ultrafiltration,278
Ultrafine_particle,92
Ultrahydrophobicity,887
Ultralight_trike,222
Ultrasonic_cleaning,8746
Ultrasonic_transducer,162
Ultrasonic_welding,301
Ultrasound,72133
Ultraviolet,461084
Ultraviolet_catastrophe,22653
Uncertainty,3450
Uncertainty_principle,552424
Unconventional_superconductor,151
Undertow_(water_waves),12969
Underwater_acoustic_communication,10678
Underwater_acoustics,91
Unified_field_theory,65815
Unit_of_length,10347
Unit_of_measurement,68312
Unitary_operator,760
United_States_Physics_Olympiad,1777
United_States_Radium_Corporation,955
United_States_customary_units,180359
Units_of_energy,25010
Universe,606973
University_of_Washington,639826
Unruh_effect,4360
Up_quark,3083
Upper-atmospheric_lightning,54429
Upper_atmosphere,1032
Upside_down_goggles,2113
Upstream_contamination,719
Uranium,497567
Uranium_dioxide,904
Uranium_hydride_bomb,1976
Uranyl_peroxide,3318
Ursula_Franklin,1956
V._Balakrishnan_(physicist),399
Vacuum,90121
